"seqid","source","type","start","end","score","strand","phase","attributes","longitud"
"JAJSEB010000012.1","Genbank","gene",18,527,".","-",".","ID=gene-LSM04_000567;Name=LSM04_000567;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000567;partial=true;start_range=.,18",510
"JAJSEB010000012.1","Genbank","gene",397749,400097,".","-",".","ID=gene-LSM04_005630;Name=LSM04_005630;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005630",2349
"JAJSEB010000012.1","Genbank","gene",400671,401240,".","-",".","ID=gene-LSM04_005752;Name=LSM04_005752;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005752",570
"JAJSEB010000012.1","Genbank","gene",401357,403018,".","-",".","ID=gene-LSM04_008610;Name=LSM04_008610;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008610",1662
"JAJSEB010000012.1","Genbank","gene",403597,404589,".","-",".","ID=gene-LSM04_006737;Name=LSM04_006737;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006737",993
"JAJSEB010000012.1","Genbank","gene",404893,405243,".","+",".","ID=gene-LSM04_000228;Name=LSM04_000228;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000228",351
"JAJSEB010000012.1","Genbank","gene",405287,406005,".","-",".","ID=gene-LSM04_007193;Name=LSM04_007193;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007193",719
"JAJSEB010000012.1","Genbank","gene",408906,410082,".","+",".","ID=gene-LSM04_000459;Name=LSM04_000459;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000459",1177
"JAJSEB010000012.1","Genbank","gene",422282,422707,".","+",".","ID=gene-LSM04_002183;Name=LSM04_002183;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002183",426
"JAJSEB010000012.1","Genbank","gene",424336,424686,".","+",".","ID=gene-LSM04_004916;Name=LSM04_004916;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004916",351
"JAJSEB010000012.1","Genbank","gene",425010,425387,".","+",".","ID=gene-LSM04_000737;Name=LSM04_000737;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000737",378
"JAJSEB010000012.1","Genbank","gene",425723,429007,".","+",".","ID=gene-LSM04_004305;Name=LSM04_004305;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004305",3285
"JAJSEB010000012.1","Genbank","gene",429385,431163,".","+",".","ID=gene-LSM04_007313;Name=LSM04_007313;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007313",1779
"JAJSEB010000012.1","Genbank","gene",431815,433815,".","+",".","ID=gene-LSM04_001564;Name=LSM04_001564;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001564",2001
"JAJSEB010000012.1","Genbank","gene",434189,436999,".","+",".","ID=gene-LSM04_006374;Name=LSM04_006374;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006374",2811
"JAJSEB010000012.1","Genbank","gene",437324,442705,".","+",".","ID=gene-LSM04_006828;Name=LSM04_006828;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006828",5382
"JAJSEB010000012.1","Genbank","gene",443296,447624,".","+",".","ID=gene-LSM04_005160;Name=LSM04_005160;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005160",4329
"JAJSEB010000012.1","Genbank","gene",448157,448930,".","+",".","ID=gene-LSM04_003394;Name=LSM04_003394;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003394",774
"JAJSEB010000012.1","Genbank","gene",449336,450793,".","+",".","ID=gene-LSM04_003427;Name=LSM04_003427;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003427",1458
"JAJSEB010000012.1","Genbank","gene",451585,452484,".","+",".","ID=gene-LSM04_005723;Name=LSM04_005723;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005723",900
"JAJSEB010000012.1","Genbank","gene",453088,454074,".","+",".","ID=gene-LSM04_002143;Name=LSM04_002143;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002143",987
"JAJSEB010000012.1","Genbank","gene",454652,456958,".","+",".","ID=gene-LSM04_006928;Name=LSM04_006928;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006928",2307
"JAJSEB010000012.1","Genbank","gene",457612,458259,".","+",".","ID=gene-LSM04_003783;Name=LSM04_003783;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003783",648
"JAJSEB010000012.1","Genbank","gene",458742,459353,".","+",".","ID=gene-LSM04_007401;Name=LSM04_007401;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007401",612
"JAJSEB010000012.1","Genbank","gene",460336,461241,".","+",".","ID=gene-LSM04_004880;Name=LSM04_004880;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004880",906
"JAJSEB010000012.1","Genbank","gene",461668,463461,".","+",".","ID=gene-LSM04_001344;Name=LSM04_001344;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001344",1794
"JAJSEB010000012.1","Genbank","gene",464078,465583,".","+",".","ID=gene-LSM04_004560;Name=LSM04_004560;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004560",1506
"JAJSEB010000012.1","Genbank","gene",467386,467969,".","+",".","ID=gene-LSM04_007570;Name=LSM04_007570;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007570",584
"JAJSEB010000012.1","Genbank","gene",468497,469204,".","+",".","ID=gene-LSM04_008832;Name=LSM04_008832;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008832",708
"JAJSEB010000012.1","Genbank","gene",469295,470221,".","+",".","ID=gene-LSM04_006834;Name=LSM04_006834;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006834",927
"JAJSEB010000012.1","Genbank","gene",470627,471988,".","+",".","ID=gene-LSM04_006404;Name=LSM04_006404;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006404",1362
"JAJSEB010000012.1","Genbank","gene",472259,475609,".","+",".","ID=gene-LSM04_001156;Name=LSM04_001156;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001156",3351
"JAJSEB010000012.1","Genbank","gene",475940,476728,".","+",".","ID=gene-LSM04_000241;Name=LSM04_000241;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000241",789
"JAJSEB010000012.1","Genbank","gene",477303,479240,".","+",".","ID=gene-LSM04_000597;Name=LSM04_000597;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000597",1938
"JAJSEB010000012.1","Genbank","gene",479783,480124,".","+",".","ID=gene-LSM04_002025;Name=LSM04_002025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002025",342
"JAJSEB010000012.1","Genbank","gene",480728,481747,".","+",".","ID=gene-LSM04_008555;Name=LSM04_008555;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008555",1020
"JAJSEB010000012.1","Genbank","gene",482026,482919,".","+",".","ID=gene-LSM04_003030;Name=LSM04_003030;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003030",894
"JAJSEB010000012.1","Genbank","gene",483234,487436,".","+",".","ID=gene-LSM04_003717;Name=LSM04_003717;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003717",4203
"JAJSEB010000012.1","Genbank","gene",487843,488676,".","+",".","ID=gene-LSM04_007428;Name=LSM04_007428;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007428",834
"JAJSEB010000012.1","Genbank","gene",489115,490686,".","+",".","ID=gene-LSM04_000487;Name=LSM04_000487;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000487",1572
"JAJSEB010000012.1","Genbank","gene",490974,491585,".","+",".","ID=gene-LSM04_003884;Name=LSM04_003884;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003884",612
"JAJSEB010000012.1","Genbank","gene",491914,493542,".","+",".","ID=gene-LSM04_004106;Name=LSM04_004106;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004106",1629
"JAJSEB010000012.1","Genbank","gene",493888,495429,".","+",".","ID=gene-LSM04_006403;Name=LSM04_006403;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006403",1542
"JAJSEB010000016.1","Genbank","gene",1775,2038,".","-",".","ID=gene-LSM04_007409;Name=LSM04_007409;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007409",264
"JAJSEB010000016.1","Genbank","gene",2650,5118,".","-",".","ID=gene-LSM04_001428;Name=LSM04_001428;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001428",2469
"JAJSEB010000016.1","Genbank","gene",5383,5592,".","-",".","ID=gene-LSM04_002677;Name=LSM04_002677;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002677",210
"JAJSEB010000016.1","Genbank","gene",5890,6768,".","-",".","ID=gene-LSM04_007858;Name=LSM04_007858;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007858",879
"JAJSEB010000016.1","Genbank","gene",7575,8723,".","-",".","ID=gene-LSM04_004667;Name=LSM04_004667;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004667",1149
"JAJSEB010000016.1","Genbank","gene",9036,10562,".","-",".","ID=gene-LSM04_001664;Name=LSM04_001664;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001664",1527
"JAJSEB010000016.1","Genbank","gene",10877,12625,".","-",".","ID=gene-LSM04_000428;Name=LSM04_000428;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000428",1749
"JAJSEB010000016.1","Genbank","gene",13102,14838,".","-",".","ID=gene-LSM04_000151;Name=LSM04_000151;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000151",1737
"JAJSEB010000016.1","Genbank","gene",15496,15753,".","-",".","ID=gene-LSM04_007556;Name=LSM04_007556;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007556",258
"JAJSEB010000016.1","Genbank","gene",15994,18114,".","-",".","ID=gene-LSM04_005173;Name=LSM04_005173;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005173",2121
"JAJSEB010000016.1","Genbank","gene",18268,18762,".","-",".","ID=gene-LSM04_004574;Name=LSM04_004574;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004574",495
"JAJSEB010000016.1","Genbank","gene",19000,20883,".","-",".","ID=gene-LSM04_004358;Name=LSM04_004358;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004358",1884
"JAJSEB010000016.1","Genbank","gene",21306,21698,".","-",".","ID=gene-LSM04_000592;Name=LSM04_000592;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000592",393
"JAJSEB010000016.1","Genbank","gene",22175,23038,".","-",".","ID=gene-LSM04_004968;Name=LSM04_004968;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004968",864
"JAJSEB010000016.1","Genbank","gene",24154,24888,".","-",".","ID=gene-LSM04_000079;Name=LSM04_000079;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000079",735
"JAJSEB010000016.1","Genbank","gene",25573,26577,".","-",".","ID=gene-LSM04_008913;Name=LSM04_008913;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008913",1005
"JAJSEB010000016.1","Genbank","gene",26826,28451,".","-",".","ID=gene-LSM04_006791;Name=LSM04_006791;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006791",1626
"JAJSEB010000016.1","Genbank","gene",28943,29485,".","-",".","ID=gene-LSM04_008268;Name=LSM04_008268;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008268",543
"JAJSEB010000016.1","Genbank","gene",30422,31135,".","-",".","ID=gene-LSM04_008964;Name=LSM04_008964;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008964",714
"JAJSEB010000016.1","Genbank","gene",31481,32599,".","-",".","ID=gene-LSM04_006451;Name=LSM04_006451;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006451",1119
"JAJSEB010000016.1","Genbank","gene",32888,34342,".","-",".","ID=gene-LSM04_008833;Name=LSM04_008833;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008833",1455
"JAJSEB010000016.1","Genbank","gene",34954,35808,".","-",".","ID=gene-LSM04_004706;Name=LSM04_004706;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004706",855
"JAJSEB010000016.1","Genbank","gene",36188,37207,".","-",".","ID=gene-LSM04_005487;Name=LSM04_005487;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005487",1020
"JAJSEB010000016.1","Genbank","gene",37505,38071,".","-",".","ID=gene-LSM04_001954;Name=LSM04_001954;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001954",567
"JAJSEB010000016.1","Genbank","gene",38474,39655,".","-",".","ID=gene-LSM04_008044;Name=LSM04_008044;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008044",1182
"JAJSEB010000016.1","Genbank","gene",39950,41035,".","-",".","ID=gene-LSM04_002929;Name=LSM04_002929;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002929",1086
"JAJSEB010000016.1","Genbank","gene",43040,45643,".","-",".","ID=gene-LSM04_007824;Name=LSM04_007824;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007824",2604
"JAJSEB010000016.1","Genbank","gene",46824,47270,".","-",".","ID=gene-LSM04_005368;Name=LSM04_005368;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005368",447
"JAJSEB010000016.1","Genbank","gene",48535,49869,".","+",".","ID=gene-LSM04_002783;Name=LSM04_002783;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002783",1335
"JAJSEB010000016.1","Genbank","gene",50201,50923,".","+",".","ID=gene-LSM04_006360;Name=LSM04_006360;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006360",723
"JAJSEB010000016.1","Genbank","gene",51048,52037,".","+",".","ID=gene-LSM04_005154;Name=LSM04_005154;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005154",990
"JAJSEB010000016.1","Genbank","gene",52266,53342,".","+",".","ID=gene-LSM04_004625;Name=LSM04_004625;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004625",1077
"JAJSEB010000016.1","Genbank","gene",53842,55185,".","+",".","ID=gene-LSM04_004496;Name=LSM04_004496;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004496",1344
"JAJSEB010000016.1","Genbank","gene",55785,59870,".","+",".","ID=gene-LSM04_008401;Name=LSM04_008401;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008401",4086
"JAJSEB010000016.1","Genbank","gene",60443,74344,".","+",".","ID=gene-LSM04_008343;Name=LSM04_008343;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008343",13902
"JAJSEB010000016.1","Genbank","gene",75036,75542,".","+",".","ID=gene-LSM04_008172;Name=LSM04_008172;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008172",507
"JAJSEB010000016.1","Genbank","gene",76084,77580,".","+",".","ID=gene-LSM04_006493;Name=LSM04_006493;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006493",1497
"JAJSEB010000016.1","Genbank","gene",78432,79685,".","+",".","ID=gene-LSM04_009603;Name=LSM04_009603;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009603",1254
"JAJSEB010000016.1","Genbank","gene",81126,81335,".","+",".","ID=gene-LSM04_002019;Name=LSM04_002019;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002019",210
"JAJSEB010000016.1","Genbank","gene",82030,83277,".","+",".","ID=gene-LSM04_002942;Name=LSM04_002942;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002942",1248
"JAJSEB010000016.1","Genbank","gene",83694,85844,".","+",".","ID=gene-LSM04_008064;Name=LSM04_008064;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008064",2151
"JAJSEB010000016.1","Genbank","gene",86271,88364,".","+",".","ID=gene-LSM04_007633;Name=LSM04_007633;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007633",2094
"JAJSEB010000016.1","Genbank","gene",88910,90631,".","+",".","ID=gene-LSM04_008157;Name=LSM04_008157;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008157",1722
"JAJSEB010000016.1","Genbank","gene",91305,91841,".","+",".","ID=gene-LSM04_003691;Name=LSM04_003691;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003691",537
"JAJSEB010000016.1","Genbank","gene",92367,94901,".","+",".","ID=gene-LSM04_001720;Name=LSM04_001720;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001720",2535
"JAJSEB010000016.1","Genbank","gene",96542,98620,".","+",".","ID=gene-LSM04_008685;Name=LSM04_008685;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008685",2079
"JAJSEB010000016.1","Genbank","gene",99145,100308,".","+",".","ID=gene-LSM04_000133;Name=LSM04_000133;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000133",1164
"JAJSEB010000016.1","Genbank","gene",101736,102080,".","+",".","ID=gene-LSM04_004144;Name=LSM04_004144;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004144",345
"JAJSEB010000016.1","Genbank","gene",102988,104691,".","-",".","ID=gene-LSM04_006378;Name=LSM04_006378;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006378",1704
"JAJSEB010000016.1","Genbank","gene",105073,106377,".","-",".","ID=gene-LSM04_005262;Name=LSM04_005262;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005262",1305
"JAJSEB010000016.1","Genbank","gene",107376,108587,".","-",".","ID=gene-LSM04_008712;Name=LSM04_008712;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008712",1212
"JAJSEB010000016.1","Genbank","gene",109490,112033,".","-",".","ID=gene-LSM04_001625;Name=LSM04_001625;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_001625",2544
"JAJSEB010000016.1","Genbank","gene",112929,114116,".","-",".","ID=gene-LSM04_006089;Name=LSM04_006089;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006089",1188
"JAJSEB010000016.1","Genbank","gene",115339,120747,".","-",".","ID=gene-LSM04_009122;Name=LSM04_009122;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009122",5409
"JAJSEB010000016.1","Genbank","gene",121061,128034,".","-",".","ID=gene-LSM04_006178;Name=LSM04_006178;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006178",6974
"JAJSEB010000016.1","Genbank","gene",132130,132627,".","-",".","ID=gene-LSM04_002731;Name=LSM04_002731;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002731",498
"JAJSEB010000016.1","Genbank","gene",134185,134682,".","-",".","ID=gene-LSM04_008936;Name=LSM04_008936;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008936",498
"JAJSEB010000016.1","Genbank","gene",135614,136585,".","-",".","ID=gene-LSM04_002608;Name=LSM04_002608;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002608",972
"JAJSEB010000016.1","Genbank","gene",137382,138818,".","-",".","ID=gene-LSM04_006104;Name=LSM04_006104;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006104",1437
"JAJSEB010000016.1","Genbank","gene",140199,141770,".","-",".","ID=gene-LSM04_008910;Name=LSM04_008910;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008910",1572
"JAJSEB010000016.1","Genbank","gene",142534,142866,".","-",".","ID=gene-LSM04_000145;Name=LSM04_000145;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_000145",333
"JAJSEB010000016.1","Genbank","gene",143679,146342,".","-",".","ID=gene-LSM04_008331;Name=LSM04_008331;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008331",2664
"JAJSEB010000016.1","Genbank","gene",146595,148601,".","-",".","ID=gene-LSM04_003719;Name=LSM04_003719;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003719",2007
"JAJSEB010000016.1","Genbank","gene",149119,153819,".","-",".","ID=gene-LSM04_003711;Name=LSM04_003711;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003711",4701
"JAJSEB010000016.1","Genbank","gene",154200,157973,".","-",".","ID=gene-LSM04_004498;Name=LSM04_004498;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004498",3774
"JAJSEB010000016.1","Genbank","gene",158388,163178,".","-",".","ID=gene-LSM04_004362;Name=LSM04_004362;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004362",4791
"JAJSEB010000016.1","Genbank","gene",165564,167171,".","-",".","ID=gene-LSM04_005439;Name=LSM04_005439;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005439",1608
"JAJSEB010000016.1","Genbank","gene",167746,170784,".","-",".","ID=gene-LSM04_004354;Name=LSM04_004354;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004354",3039
"JAJSEB010000016.1","Genbank","gene",171768,173003,".","-",".","ID=gene-LSM04_003894;Name=LSM04_003894;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_003894",1236
"JAJSEB010000016.1","Genbank","gene",173540,175138,".","-",".","ID=gene-LSM04_007718;Name=LSM04_007718;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007718",1599
"JAJSEB010000016.1","Genbank","gene",175487,176095,".","-",".","ID=gene-LSM04_005280;Name=LSM04_005280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_005280",609
"JAJSEB010000016.1","Genbank","gene",176508,177188,".","-",".","ID=gene-LSM04_009424;Name=LSM04_009424;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_009424",681
"JAJSEB010000016.1","Genbank","gene",177722,177976,".","-",".","ID=gene-LSM04_006648;Name=LSM04_006648;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006648",255
"JAJSEB010000016.1","Genbank","gene",179146,180138,".","-",".","ID=gene-LSM04_006068;Name=LSM04_006068;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_006068",993
"JAJSEB010000016.1","Genbank","gene",181007,184159,".","-",".","ID=gene-LSM04_004075;Name=LSM04_004075;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004075",3153
"JAJSEB010000016.1","Genbank","gene",184356,186164,".","-",".","ID=gene-LSM04_004794;Name=LSM04_004794;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004794",1809
"JAJSEB010000016.1","Genbank","gene",187799,190894,".","-",".","ID=gene-LSM04_002716;Name=LSM04_002716;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_002716",3096
"JAJSEB010000016.1","Genbank","gene",192322,195198,".","-",".","ID=gene-LSM04_008116;Name=LSM04_008116;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008116",2877
"JAJSEB010000016.1","Genbank","gene",195829,203672,".","-",".","ID=gene-LSM04_004244;Name=LSM04_004244;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_004244",7844
"JAJSEB010000016.1","Genbank","gene",197356,197595,".","+",".","ID=gene-LSM04_008307;Name=LSM04_008307;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_008307",240
"JAJSEB010000016.1","Genbank","gene",204733,207285,".","-",".","ID=gene-LSM04_007159;Name=LSM04_007159;gbkey=Gene;gene_biotype=protein_coding;locus_tag=LSM04_007159",2553
